id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
45291,Shardbound,,,,,,2.0,,Spiritwalk Games,Spiritwalk Games,PC,"Massively Multiplayer, Strategy",2017-04-06,2017-04-06,
45292,Rick and Morty: Virtual Rick-ality,1.5,2.0,3.0,2.0,,,,Owlchemy Labs,Adult Swim Games,"HTC Vive, Oculus Rift, PC, PlayStation 4, PlayStation VR","Virtual Reality, Simulation",2017-04-20,2017-04-20,
45295,Largo Winch: Commando SAR,,,,,,,,Rebellion,Ubisoft,,,2002-02-01,,
45297,Warlords (1990),,,,,,,,Strategic Studies Group,Strategic Studies Group,,"Turn-Based, Strategy",1990-01-01,,
45298,A Rose in the Twilight,6.0,9.0,13.0,9.5,,,,Nippon Ichi Software,NIS America,"PC, PlayStation Vita",Adventure,2017-04-11,2017-04-11,
45302,unhack 2,,5.0,,5.0,,,,InvertMouse,InvertMouse,PC,Visual Novel,2017-01-12,2017-01-12,
45303,Kittypocalypse - Ungoggled,,,,,,,,Bolvërk Games,Bolvërk Games,,Tower Defense,2016-11-03,2016-11-03,
45304,Team Kirby Clash Deluxe,14.5,22.5,38.5,22.5,,,,,Nintendo,Nintendo 3DS,"Action, Role-Playing",2017-04-12,,
45306,World to the West,9.5,13.5,23.5,15.5,,,,Rain Games,Rain Games,"PC, PlayStation 4",Adventure,2017-05-05,2017-05-05,
45307,The Tenth Line,,,30.5,30.5,,,,Sungazer Software,Sungazer Software,PC,Role-Playing,2017-03-17,2017-03-17,
45308,Elven Assassin,,,,,,,,Wenkly Studio,Wenkly Studio,,"Action, Adventure",2016-09-10,2016-09-10,
45309,The Sims Pet Stories,,3.0,,3.0,,,,Electronic Arts,Electronic Arts,PC,Simulation,2007-06-19,,
45310,Kingdom of Aurelia: Mystery of the Poisoned Dagger,2.5,2.5,3.0,2.5,,,,Shaman Games Studio,Shaman Games Studio,PC,Hidden Object,2016-09-08,2016-09-08,
45312,Urban Trial Freestyle 2,2.5,,,2.5,,,,Teyon,Tate Multimedia,Nintendo 3DS,Racing,2017-04-20,,
45313,Alien Swarm: Reactive Drop,8.5,,,8.5,,,,Reactive Drop Team,Reactive Drop Team,PC,"Top-Down, Shooter",2017-04-20,2017-04-20,
45314,orbt xl,,,1.5,1.5,,,,Nickervision Studios,Nickervision Studios,PC,Puzzle,2017-04-21,2017-04-21,
45315,Isolation (2017),,,,,,,,Interactive Gaming Studios,Interactive Gaming Studios,,"Adventure, Survival Horror",2017-01-30,2017-01-30,
45316,Trashville,,,,,,,,"Max Bormotov, Bogdan Bezgubenko",BCH waves studio,PC,Action,2017-02-17,2017-02-17,
45317,Arizona Rose and the Pharaohs' Riddles,,,16.5,16.5,,,,Anawiki Games,Anawiki Games,PC,Strategy,2017-01-18,2017-01-18,
45318,Arizona Rose and the Pirates' Riddles,,,,,,,,Anawiki Games,Anawiki Games,,Puzzle,2016-10-19,2016-10-19,
45321,"Calm Down, Stalin",,,,,,,,Cartboard Games,Cartboard Games,,,2016-09-08,2016-09-08,
45322,Guns of Icarus: Alliance,,,,,,,,Muse Games,Muse Games,PC,"Action, Adventure",2017-03-31,2017-03-31,
45325,"Axe, Bow & Staff",,,,,,,,Clewcat Games,Clewcat Games,,"Action, Role-Playing",2016-09-29,2016-09-29,
45326,Hexaball (2017),,,,,,,,kedexa,kedexa,,,2017-03-20,2017-03-20,
45327,Payday 2: The Big Bank Heist DLC,0.5,,,0.5,,,DLC/Expansion,Overkill Software,505 Games,PC,,2014-06-17,2014-06-17,
45328,NSFW: Not a Simulator For Working,1.0,,,1.0,,,,GameChanger Studio,GameChanger Studio,PC,Simulation,2016-10-28,2016-10-28,
45329,Payday 2: Hotline Miami DLC,0.5,,,0.5,,,DLC/Expansion,Overkill Software,505 Games,PC,,2014-09-30,2014-09-30,
45330,Payday 2: The Diamond Heist DLC,0.48333333333333334,,,0.48333333333333334,,,DLC/Expansion,Overkill Software,505 Games,PC,"First-Person, Shooter",2014-12-16,2014-12-16,
45331,Payday 2: The Bomb Heists DLC,0.75,,,0.75,,,DLC/Expansion,"Lion Game Lion, Overkill Software",505 Games,PC,,2015-01-22,2015-01-22,
45332,Payday 2: The Alesso Heist DLC,0.4,,,0.4,,,DLC/Expansion,Overkill Software,505 Games,PC,"First-Person, Shooter",2015-05-21,2015-05-21,
45335,Tecmo Super NBA Basketball,,,,,,,,Tecmo,,,"Simulation, Sports",1993-03-01,,
45336,69 Ways to Kill a Zombie,,,0.5,0.5,,,,Wadup Games,Wadup Games,PC,"Virtual Reality, Action",2016-09-09,2016-09-09,
45337,GoalkeepVR,,,,,,,,DigitalBadger Design,DigitalBadger Design,,"Virtual Reality, Action, Sports",2017-01-06,2017-01-06,
45338,Lost in the Rift: Reborn,,,,,,,,Enno Gottschalk,Enno Gottschalk,,"Virtual Reality, Adventure",2016-11-21,2016-11-21,
45340,Mountain Mind,,,,,,,,"Sons Of Earth Games, Arligan",Sons of Earth Games,,"Virtual Reality, Music/Rhythm",2017-03-07,2017-03-07,
45341,Off-Road Paradise: Trial 4x4,,,,,,,,Ivanovich Games,Ivanovich Games,,Racing,2017-02-06,2017-02-06,
45342,Outrageous Grounds: The Maze,,,,,,,,Virtual Dawn,Virtual Dawn,,"Virtual Reality, Action, Adventure",2017-01-27,2017-01-27,
45343,Project Shield,,,,,,,,Cool Beans Studios,Cool Beans Studios,,"Virtual Reality, Simulation",2017-01-27,2017-01-27,
45344,The Purge Day,,1.0,,1.0,,,,Red Limb Studio,Red Limb Studio,PC,"First-Person, Virtual Reality, Shooter",2016-11-25,2016-11-25,
45345,Roomscale Coaster,,,0.25,0.25,,,,Blue Entropy Studios,Blue Entropy Studios,PC,"Virtual Reality, Sports",2017-03-01,2017-03-01,
45347,Escape The Island,,,,,,,,Elusive Team,Elusive Team,,Adventure,2016-12-30,2016-12-30,
45348,FIVE: Champions of Canaan,,,,,,,,Kingdom Games,Kingdom Games,,"Action, Role-Playing",2016-09-27,2016-09-27,
45349,Super Solitaire,,,,,,,,Beam Software,Extreme Entertainment Group,,Card Game,1994-01-01,,
45350,Super Pinball: Behind the Mask,,,,,,,,KAZe,Nintendo,,Pinball,1994-05-01,,
45351,Flinthook,19.5,35.0,53.0,33.0,,,,Tribute Games,Tribute Games,PC,"Action, Adventure",2017-04-18,2017-04-18,
45352,The Search,0.6666666666666666,0.9,1.5,0.8,,,,Jason Godbey,Jason Godbey,PC,"Point-and-Click, Adventure",2017-04-13,2017-04-13,
45357,Payday 2: The Biker Heist DLC,0.3333333333333333,,,0.3333333333333333,,,DLC/Expansion,Overkill Software,505 Games,PC,"Action, Role-Playing",2016-06-16,2016-06-16,
45358,Souls in the System,,,,,,,,Terminal,Terminal,,"Top-Down, Flight Combat",1996-01-01,,
45361,Payday 2: Scarface Heist DLC,0.5333333333333333,,,0.5333333333333333,,,DLC/Expansion,Overkill Software,505 Games,PC,,2016-12-15,2016-12-15,
45362,Last Man Standing,,,,,,,,Free Reign Entertainment,Free Reign Entertainment,PC,"Massively Multiplayer, Survival",2017-03-29,2017-03-29,
45364,8-Bit Armies: Arena,,,,,,,,Petroglyph,Petroglyph,,"Real-Time, Strategy",2017-02-17,2017-02-17,
45365,Really Bad Chess,,,,,,,,Zach Gage,Zach Gage,,Board Game,2016-10-13,,
45367,Syberia 3,11.5,15.0,16.0,13.5,,,,Microids,Microids,"PC, PlayStation 4","Point-and-Click, Adventure, Puzzle",2017-04-20,2017-04-20,
45369,Sword With Sauce: Alpha,0.8166666666666667,,,0.8166666666666667,,,,Diatomic Games,Diatomic Games,PC,Action,2017-01-27,2017-01-27,
45370,Throne of Lies,,,,,,,,Imperium42,Imperium42 Game Studio,PC,"Role-Playing, Strategy",2017-09-29,2017-09-29,
45371,Bullet Heaven (2011),,,,,,,,Matt Roszak,Matt Roszak,,Shooter,,,
45373,Bunny Black 2,,,,,,,,Softhouse Chara,Softhouse Chara,,,,,2012-01-27
45374,Bunny Black 3,,,,,,,,Softhouse Chara,Softhouse Chara,,Simulation,,,2013-06-21
45377,UTOPIA 9: A Volatile Vacation,0.5,,,0.5,,,,Whalegun,Whalegun,PC,Action,2016-05-05,2016-05-05,
45379,Sairento VR,,,,,,,,Mixed Realms Pte,Mixed Realms Pte,PC,"Virtual Reality, Action",2016-12-21,2016-12-21,
45380,Sword Master VR,,,,,,,,Master Indie,Master Indie,PC,"Virtual Reality, Simulation",2016-09-23,2016-09-23,
45381,King Kaiju,,0.5,,0.5,,,,"Fire Hose Games, Chris Chung",Fire Hose Games,PC,"Virtual Reality, Simulation",2017-01-31,2017-01-31,
45383,ROM: Extraction,,,,,,,,First Contact Entertainment,First Contact Entertainment,,Virtual Reality,2016-12-07,2016-12-07,
45386,Scanner Sombre,1.5,2.0,2.5,2.0,,,,Introversion Software,Introversion Software,"PC, Oculus Rift",Adventure,2017-04-26,2017-04-26,
45390,Missile Cards,,,12.0,12.0,,,,Nathan Meunier,Nathan Meunier,PC,Strategy,2017-04-07,2017-04-07,
45391,On The Path,,,,,,,,Pentagrammical Justice,Pentagrammical Justice,,"Adventure, Role-Playing",2017-02-08,2017-02-08,
45392,What Remains of Edith Finch,2.0,2.5,3.0,2.5,,,,Giant Sparrow,Annapurna Pictures,"PC, PlayStation 4, Xbox One",Adventure,2017-04-25,2017-04-25,2017-04-25
45393,What's Under Your Blanket 2!?,0.25,,,0.25,,,,5Wolf,5Wolf,PC,"Side, Real-Time, Action",2017-03-30,2017-03-30,2017-03-30
45394,Drift Horizon Online,,,,,,,,JDM4iK Games,JDM4iK Games,,"Racing, Sports",2017-03-23,2017-03-23,
45397,CUIT,,,0.9666666666666667,0.9666666666666667,,,,Class-X Games,Class-X Games,PC,"Puzzle, Strategy",2017-04-27,2017-04-27,
45398,Hero's Song,,,,,,,,Pixelmage Games,Pixelmage Games,,Action,2016-11-07,2016-11-07,
45399,Mages of Mystralia,9.0,10.5,14.0,11.5,,,,Borealys Games,Borealys Games,"PC, PlayStation 4","Action, Adventure",2017-05-18,2017-05-18,
45400,The Exiled (2017),,,,,,,,Fairytale Distillery,Fairytale Distillery,,"Massively Multiplayer, Action",2017-02-23,2017-02-23,
45402,Popap,,,1.0,1.0,,,,aqwatron,aqwatron,PC,Puzzle,2017-03-15,2017-03-15,
45403,Dragon Quest Heroes II,33.0,43.0,88.5,41.5,,,,Omega Force,Square Enix,"PC, PlayStation 4","Action, Role-Playing",2017-04-25,,
45406,Warzone (2016),,,,,,,,"NFA, Claw Games",Nfa,,Action,2016-07-11,2016-07-11,
45407,Avatar: The Last Airbender - Into the Inferno,,,,,,,,THQ Studio Australia,THQ,PlayStation 2,"Action, Adventure",2008-10-13,,
45409,The Walking Dead: A New Frontier - Episode 4: Thicker Than Water,,,,,,,DLC/Expansion,Telltale Games,Telltale Games,"PC, PlayStation 4, Xbox One","Third-Person, Adventure",2017-04-26,,
45410,Payback (2001),2.0,,,2.0,,,,Apex Designs,Apex Designs,Game Boy Advance,"Top-Down, Real-Time, Action, Open World, Sandbox",,2001-02-15,
45413,The Biggest Loser,,,,,,,,Webfoot Technologies,THQ,,Fitness,2009-10-06,,
45420,Square n Fair,,,1.5,1.5,,,,ThinkOfGames,ThinkOfGames,PC,"Platform, Puzzle",2017-01-31,2017-01-31,
45421,Ruin of the Reckless,,,,,,,,Faux-Operative Games,None,,Action,2017-04-26,2017-04-26,
45422,Arcade Saga,,6.5,,6.5,,,,2 Bears Studio,Vive Studios,HTC Vive,,2016-12-08,2016-12-08,
45423,Music Inside: A VR Rhythm Game,,,,,,,,Reality Reflection,Reality Reflection,,"Virtual Reality, Music/Rhythm",2016-09-05,2016-09-05,
45424,Tomorrow (2017),,,,,,,,Future Lighthouse,Future Lighthouse,,"Virtual Reality, Adventure",2017-02-08,2017-02-08,
45425,The Thrill of the Fight,,,,,,,,Ian Fitz,Ian Fitz,,"Virtual Reality, Sports",2016-07-01,2016-07-01,
45426,Bitslap,,,,,,,,Comrex,Comrex,,,2016-09-23,2016-09-23,
45427,SVRVIVE: The Deus Helix,,6.0,,6.0,,,,SVRVIVE Studios,SVRVIVE Studios,PC,"Virtual Reality, Adventure",2016-11-17,2016-11-17,
45429,Need for Drink,,,,,,,,Room710Games,Room710Games,,Action,2017-04-14,2017-04-14,
45430,The Book of Paradoxia Whispers,1.0,1.0,1.5,1.0,,,,"CityMayor Games, ThePCGamer101",CityMayor Games,Mac,"Top-Down, Adventure, Role-Playing, Visual Novel",2017-04-26,2017-04-27,2017-04-26
45431,Cartesian,,,,,,,,BetaShark,BetaShark,,Adventure,2017-02-17,2017-02-17,
45434,Bendy and the Ink Machine,3.0,7.0,12.0,5.0,,,,TheMeatly Games,TheMeatly Games,"PC, Nintendo Switch, PlayStation 4, Xbox One",Action,2017-04-27,2017-04-27,
45435,Wanderland,,,291.0,291.0,,,,Artogon,Jetdogs Studios,PC,Hidden Object,2016-12-20,2016-12-20,
45438,Casino Noir,,,1.0,1.0,,,,Paper Pirates,AEY Inc.,PC,,2017-04-18,2017-04-18,
45440,Acceptance (2016),,,0.43333333333333335,0.43333333333333335,,,,Laura Kate Dale,,PC,Visual Novel,2015-02-23,2015-02-23,2015-02-23
45443,Chaos Heat,,,,,,,,Taito Corporation,Taito Corporation,,,,,1998-01-01
45446,Under Leaves,1.5,1.5,2.0,1.5,,,,Circus Atos,Circus Atos,PC,Hidden Object,2017-04-27,2017-04-27,
45450,God of Arrows VR,0.5,,,0.5,,,,Reactor Entertainment,Reactor Entertainment,PC,"Virtual Reality, Action",2016-11-02,2016-11-02,
45451,Sky Jac,,,,,,,,Team of Light Media,Team of Light Media,,"Virtual Reality, Action",2016-10-24,2016-10-24,
45452,Neverend,,4.0,,4.0,,,,Duck,Sometimes You,PC,"Adventure, Roguelike",2017-02-16,2017-02-16,
45454,VR Ping Pong,,3.0,,3.0,,,,Reddoll Srl,"IV Productions, Merge Games",PC,"Virtual Reality, Sports",2016-09-13,2016-09-13,
45456,Statik,3.5,,5.5,3.5,,,,,Tarsier Studios,"PlayStation 4, PlayStation VR","Virtual Reality, Puzzle",2017-04-24,,
45457,Higurashi - When they Cry: Chapter 5 - Meakashi,7.5,,10.5,10.0,,,DLC/Expansion,07th Expansion,MangaGamer,PC,Visual Novel,2017-04-28,2017-04-28,
45458,Super Wagyan Land 2,,,,,,,,Nova Games,Namco,,,,,1993-03-25
45461,Tower Island,,,,,,,,Team of Light Mecia,Team of Light Mecia,,Strategy,2016-07-26,2016-07-26,
45462,Unexpected Day,,,,,,,,Black Whale Studios,Blue Whale Games,,Adventure,2017-02-01,2017-02-01,
45463,IronWolf VR,,,,,,,,Ionized Studios,Ionized Studios,,"Virtual Reality, Action",2017-03-13,2017-03-13,
45465,Ultimate Epic Battle Simulator,,31.0,,31.0,,,,Brilliant Game Studios,Brilliant Game Studios,PC,Simulation,2017-04-12,2017-04-12,
45467,AIRIS,3.0,4.5,7.0,4.5,,,,Ebullience Games,Ebullience Games,PC,Simulation,2017-04-27,2017-04-27,
45468,Blossoms Bloom Brightest,1.0,,2.0,1.5,,,,Reine Works,Dharker Studio,PC,Visual Novel,2017-04-28,2017-04-28,
45474,Darkarta: A Broken Heart's Quest,5.5,5.5,9.0,6.5,,,,Tuttifrutti Interactive,Tuttifrutti Interactive,PC,Hidden Object,2017-03-08,2017-03-08,
45475,Dragon Kingdom War,,,,,,,,Play Spirit Limited,Play Spirit Limited,,"Puzzle, Role-Playing",2017-02-10,2017-02-10,
45476,Let Them Come,2.0,2.5,,2.0,,,,Tuatara Games,Versus Evil,PC,Action,2017-10-03,2017-10-03,
45478,The Wardrobe,4.0,11.5,,5.5,,,,C.I.N.I.C. Games,Adventure Productions,PC,"Point-and-Click, Adventure",2017-02-15,2017-02-15,
45480,"Slice, Dice & Rice",,,3.5,3.5,,,,Dojo Games,PlayWay,PC,Fighting,2017-03-20,2017-03-20,
45481,Shin Megami Tensei: Persona 3 - The Answer,31.0,35.0,77.0,34.0,,,DLC/Expansion,Atlus,Atlus,"PlayStation 2, PlayStation 3","Third-Person, Role-Playing",2008-04-22,2008-10-17,2007-04-19
45482,Redline Racer,,,,,,,,Criterion Games,Ubi Soft Entertainment Software,,,1998-07-31,,
45483,Hanna Barbera's Turbo Toons,,,,,,,,Empire Interactive,Empire Interactive,,Racing,,1994-10-01,
45488,Forza Horizon 3: Hot Wheels,4.0,10.0,23.0,7.0,,,DLC/Expansion,Turn 10 Studios,Microsoft Studios,"PC, Xbox One",Racing,2017-05-09,,
45489,Cosmic Express,,12.0,14.0,13.5,,,,"Cosmic Engineers, Alan Hazelden, Benjamin Davis, Tyu",Draknek,PC,"Top-Down, Puzzle",2017-03-16,2017-03-16,
45491,Rogue Port - Blue Nightmare,,,,,,,,Sunight Games,Sunight Games,,"Action, Adventure",2017-02-20,2017-02-20,
45492,LocoRoco Remastered,5.0,6.0,,5.5,,,,,Sony Interactive Entertainment,PlayStation 4,"Platform, Puzzle",2017-05-09,,
45495,Sonic 3 Complete,2.0,,2.5,2.0,,,ROM Hack,,,Sega Mega Drive/Genesis,Platform,,,
45497,Tennis Elbow Manager,,,,,,,,Mana Games,Mana Games,,Sports,2009-02-19,2009-02-19,
45501,Vagrant Hearts Zero,,,,,,,,Warfare Studios,Warfare Studios,,Role-Playing,2017-04-28,2017-04-28,
45502,Space Attack (1982),,,,,,,,Mattel,Mattel,,Action,1982-01-01,,
45513,Embers of Magic,0.45,,0.7166666666666667,0.5166666666666667,,,,Ithaqua Labs,Ithaqua Labs,PC,Action,2016-02-09,2016-02-09,
45517,Operation Babel: New Tokyo Legacy,37.5,,,37.5,,,,"MAGES, 5pb, Experience",NIS America,PlayStation Vita,Role-Playing,2017-05-16,2017-05-16,
45519,Creature Clicker,20.0,110.0,157.0,103.0,,,,ColloseusX,Phat Phrog Studios,PC,"Point-and-Click, Action",2017-04-28,2017-04-28,
45521,Cinderella Phenomenon,7.0,10.5,13.0,12.0,,,,Dicesuki,Dicesuki,"Mac, PC",Visual Novel,2017-04-05,2017-04-05,
45522,Clockwise (2017),2.0,2.0,2.0,2.0,,,,"pheenix93, KtSmag",pheenix93,PC,Adventure,2017-05-01,2017-05-01,
45523,Academagia: The Making of Mages,14.5,,,14.5,,,,Black Chicken Studios,Black Chicken Studios,PC,Simulation,2010-08-13,2010-08-13,
45524,Darksiders III,14.0,17.5,25.0,16.5,,,,Gunfire Games,THQ Nordic,"PC, PlayStation 4, Xbox One","Third-Person, Action, Adventure",2018-11-27,2018-11-27,
45525,NEKO-NIN exHeart,2.0,3.0,5.0,3.5,,,,Whirlpool,Sekai Project,PC,Visual Novel,2017-04-21,2017-04-21,
45526,Dawn of Andromeda,,,,,,,,Grey Wolf Entertainment,Iceberg Interactive,,,2017-05-04,2017-05-04,
45527,Oriental Empires,,,,,,,,Shining Pixel Studios,Iceberg Interactive,,"Simulation, Strategy",2017-09-14,2017-09-14,
45528,Stable Orbit,,,,,,,,Codalyn,Green Man Gaming Publishing,,Simulation,2016-10-14,2016-10-14,
45533,Defense of Greece,,,,,,,,First Games Interactive,First Games Interactive,,Tower Defense,2016-11-10,2016-11-10,
45538,Chronicles of Pow,,,,,,,,Idle Birch,,,"Side, Scrolling, Platform",,,
45539,TumbleSeed,7.0,,8.5,7.5,,,,"Benedict Fritz, Greg Wohlwend, Joel Corelitz, David Laskey, Jenna Blazevich",aeiowu,"Nintendo Switch, PC","Action, Adventure",2017-05-02,2017-05-02,
45541,Grisaia Phantom Trigger Vol.2,2.5,,3.5,3.0,,,,Frontwing,Frontwing USA,PC,Visual Novel,2017-04-27,2017-04-27,
45542,Deformers,,,,,,,,Ready At Dawn,"GameTrust Games, Ready At Dawn",,,2017-04-20,2017-04-20,
45544,My Horse & Me 2,,,,,,,,Tate Interactive,Atari,,"Third-Person, Sports",,2008-10-31,
45545,Dawn,0.35,0.36666666666666664,1.0,0.7166666666666667,,,,Brave Rabbit Games,SMU Guildhall,PC,Adventure,2017-03-31,2017-03-31,
45546,GNOG,2.0,2.0,2.5,2.0,,,,Ko-op Mode,Double Fine Productions,"PC, PlayStation 4, PlayStation VR","Point-and-Click, Virtual Reality, Scrolling, Puzzle",2017-05-02,,
45547,Immortal Redneck,20.0,20.5,,20.0,,,,Crema,Crema,"Nintendo Switch, PC","Action, Roguelike",2017-04-25,2017-04-25,
45549,#Archery,,,,,,,,VRUnicorns,Bandello,,"Virtual Reality, Sports",2017-12-19,2017-12-19,
45550,Crazy Fishing,,,,,,,,Mana Wings,Mana Wings,,"Virtual Reality, Action, Sports",2017-05-25,2017-05-25,
45551,Just Ignore Them,2.5,2.5,,2.5,,,,Stranga,GrabTheGames,PC,Adventure,2017-04-28,2017-04-28,
45552,World VR Competition,,,,,,,,MT Worlds,MT Worlds,,"Virtual Reality, Sports",2016-12-06,2016-12-06,
45553,Holodance,,,,,,,,Narayana Games,Narayana Games,,"Virtual Reality, Sports",2016-04-05,2016-04-05,
45554,Mass Exodus,,,,,,,,Polymerse,Polymerse,,"Virtual Reality, Action",2017-05-04,2017-05-04,
45555,Nemesis Perspective,,,,,,,,Evocat Games,Kajak Games,PC,"Virtual Reality, Action",2016-12-21,2016-12-21,
45556,Ruckus Ridge VR Party,,,,,,,,Foreignvr,Foreignvr,,"Virtual Reality, Action",2016-04-05,2016-04-05,
45557,Sweet Escape VR,,,,,,,,Monster VR,Monster VR,,Virtual Reality,2016-04-20,2016-04-20,
45558,Tales of Escape,,,,,,,,OnSkull Games,OnSkull Games,PC,Adventure,2017-03-15,2017-03-15,
45559,Tornuffalo,,,,,,,,RealityRig,RealityRig,,"Virtual Reality, Action",2016-12-12,2016-12-12,
45560,Freedom Locomotion VR,,,,,,,,Huge Robot,Huge Robot,PC,Virtual Reality,2017-03-13,2017-03-13,
45561,ComPet,,,,,,,,MindArk,MindArk,,Strategy,2016-11-29,2016-11-29,
45562,Heroes of Dire,,,,,,,,Spellbook,Spellbook,,"Role-Playing, Strategy",2017-03-15,2017-03-15,
45563,Construct: Escape the System,,,7.5,7.5,,,,Oliver Boyce,Immanitas Entertainment,PC,"First-Person, Platform",2016-12-02,2016-12-02,
45564,Sudden Strike,60.0,100.0,200.0,110.0,,,,Fireglow,Kalypso Media Digital,PC,"Real-Time, Strategy",2001-01-24,2001-01-24,
45572,7Days (2013),0.5,,,0.5,,,,RevoLab,,PC,Adventure,2013-05-13,,
45574,Smash Hit,4.0,,,4.0,,,,Mediocre,,iOS,,2014-02-25,,
45575,Phoenix HD (2011),2.0,6.0,,4.0,,,,Firi Games,Firi Games,iOS,"Scrolling, Shooter",2011-08-01,,
45578,Attack Heroes,,,20.0,20.0,,,,Ejoy Games,Ejoy Games,PC,Strategy,2017-04-27,2017-04-27,
45580,Super Rude Bear Resurrection,2.5,5.0,63.0,4.5,,,,Alex Rose,Alex Rose Games,"PC, PlayStation 4",Platform,2017-05-05,2017-05-05,
45582,A2Be,0.48333333333333334,,,0.48333333333333334,,,,,,PC,,2017-05-05,2017-05-05,
45583,Mystic Diary: Quest for Lost Brother,,,2.0,2.0,,,,SunRay Games,SunRay Games,PC,Hidden Object,2016-12-08,2016-12-08,
45584,Abandon Ship (2018),,,,,,,,Fireblade Software,Fireblade Software,,"Adventure, Strategy",2018-02-18,2018-02-18,
45585,Mini Ghost,3.0,4.0,5.0,3.5,,,,@unepic_fran,@unepic_fran,PC,Action,2017-04-28,2017-04-28,
45588,Peggle: World of Warcraft Edition,0.36666666666666664,,,0.36666666666666664,,,,Popcap,Popcap,PC,Puzzle,2009-07-08,,
45589,Chronicle of Innsmouth,,5.5,,5.5,,,,"Umberto Parisi (rmonic79), Amedeo Vasaturo (meovas)",Psychodev,PC,"Point-and-Click, Adventure",2017-05-05,2017-05-05,
45591,Chicka Wars,,,,,,,,BUG-Studio,BUG-Studio,,"Action, Adventure",2016-10-20,2016-10-20,
45592,Crispy Chicken,,,,,,,,Axyos Games,Axyos Games,,"Action, Adventure",2017-04-18,2017-04-18,
45593,Drop Hunt,3.0,,,3.0,,,,Oriplay,"Atomic Fabrik , Cristian Manolachi",PC,Adventure,2017-02-23,2017-02-23,
45594,FBI MANIA,,,,,,,,Arctic Bird Studio,Arctic Bird Studio,,"Action, Shooter",2017-01-31,2017-01-31,
45595,Fight or Die,,,,,,,,Vyacheslav Shilikhin,Vyacheslav Shilikhin,,"Action, Adventure",2017-01-06,2017-01-06,
45596,Flagster,,,,,,,,Splatter Squad,Splatter Squad,PC,,2017-03-23,2017-03-23,
45597,Flying Pengy,,,,,,,,Bogemic Games,Bogemic Games,,Action,2016-10-26,2016-10-26,
45598,MakeThatMoney,,,,,,,,Nevin,EcoGames,,Simulation,2017-03-22,2017-03-22,
45599,Nash Racing,,,,,,,,Tero Lunkka,Tero Lunkka,,Racing,2017-01-31,2017-01-31,
45600,Nicolay's Adventure,,,,,,,,iwgg Publishing,iwgg Publishing,,"Action, Role-Playing",2017-01-16,2017-01-16,
45601,Ropes And Dragons VR,,,,,,,,nobodyshot,nobodyshot,,"Virtual Reality, Action, Adventure",,,
45602,Mr. Massagy,,,1.0,1.0,,,,Green Lava Studios,Green Lava Studios,"PC, PlayStation 4",Simulation,2016-12-05,2016-12-05,
45603,Ground Branch,,,,,,,,BlackFoot Studios,BlackFoot Studios,,,2018-08-14,2018-08-14,
45605,The Quest for Achievements,,,1.0,1.0,,,,StarSystemStudios,StarSystemStudios,PC,Adventure,2017-04-07,2017-04-07,
45606,New York Mysteries: The Lantern of Souls,4.5,4.5,6.0,4.5,,,,Five-bn Games,Five-bn Games,PC,Hidden Object,2016-08-24,2016-08-24,
45607,Blood Feed,,,2.0,2.0,,,,Racing Bros,ANPA.US,PC,"First-Person, Action, Shooter",2017-04-28,2017-04-28,
45608,"GEO: Gather, Explore, Observe",,,54.0,54.0,,,,Windybeard,Windybeard,PC,Adventure,2017-01-31,2017-01-31,
45609,PANIC at Multiverse High!,,,,,,,,DoubleBear Productions,DoubleBear Productions,,"Text, Visual Novel",2016-08-17,2016-08-17,
45610,MHRD,,,5.0,5.0,,,,Funghisoft,Funghisoft,PC,Simulation,2017-01-05,2017-01-05,
45612,Super Bub,3.0,,,3.0,,,,Alex Herbert,,PlayStation,Puzzle,,1998-01-01,
45613,iREC,,,,,,,,Labory,Mamilos Club Studios,PC,"First-Person, Puzzle, Survival Horror",2017-01-16,2017-01-16,
45614,The Flaws of Gravity,,,,,,,,Absorbed Studios,Absorbed Studios,,"First-Person, Puzzle",2017-05-05,2017-05-05,
45615,Animation Throwdown: The Quest for Cards,,73.5,,73.5,,,,"Synapse Games, Chinzilla",Kongregate,PC,"Adventure, Card Game, Strategy",2017-05-05,2017-05-05,
45616,Sweet Fantasy (2017),,,1.5,1.5,,,,salamandra88,7dots,PC,Visual Novel,2017-04-03,2017-04-03,
