id,title,main_story,main_plus_extras,completionist,all_styles,coop,versus,type,developers,publishers,platforms,genres,release_na,release_eu,release_jp
44831,interLOGIC,0.8,,1.5,1.0,,,,Phime Studio,Phime Studio,PC,Puzzle,2017-02-07,2017-02-07,
44832,8-Bit Bayonetta,0.25,0.4666666666666667,0.7,0.6,,,,"PlatinumGames, Bitbaboon",Sega,PC,Action,2017-03-31,,
44838,Violence Fight,,,,,,,,Taito,Taito,,Fighting,1989-04-25,,
44841,Narcosis,3.0,4.0,4.5,3.5,,,,Honor Code,Honor Code,"PC, Xbox One","First-Person, On-Rails, Adventure, Survival Horror",2017-03-28,2017-03-28,
44842,VS. Super Mario Bros.,0.7,,2.0,0.9,,,,Nintendo,Nintendo,Nintendo Switch,Platform,1986-01-01,,
44846,The Astonishing Game,1.5,,,1.5,,,,Turbo Tape Games,Turbo Tape Games,PC,Strategy,2017-02-06,2017-02-06,
44847,Brawlout,,,,,,,,Angry Mob Games,Angry Mob Games,"Nintendo Switch, PC",Fighting,2017-04-20,2017-04-20,
44848,Tales (2016),6.0,,,6.0,,,,Ape Marina,Screen 7,PC,"Point-and-Click, Adventure",2016-11-14,2016-11-14,
44850,Chasing Styx,,,,,,,,ForepawSoft,ForepawSoft,,"Action, Adventure",2017-03-31,2017-03-31,
44851,Dawn (2017),,,,,,,,Brave Rabbit Games,SMU Guildhall,,"Adventure, Platform",2017-03-31,,
44852,Marvel's Spider-Man,16.5,24.0,32.0,25.5,,,,Insomniac Games,Sony Interactive Entertainment,PlayStation 4,"Third-Person, Action, Adventure, Open World",2018-09-07,2018-09-07,
44859,Sonic Forces,4.0,5.5,21.0,5.5,,,,Sonic Team,SEGA,"Nintendo Switch, PC, PlayStation 4, Xbox One","Third-Person, Action, Platform",2017-11-07,2017-11-07,2017-11-09
44862,Dead Rising 4: Frank Rising,1.0,1.5,3.0,1.5,,,DLC/Expansion,,Microsoft Studios,"PC, PlayStation 4, Xbox One","Third-Person, Action, Open World",2017-04-04,,
44864,Mitch: Berry Challenge,,,,,,,,Boidae Games,Boidae Games,,Adventure,2016-08-25,2016-08-25,
44866,Alphabear: Hardcover Edition,,,,,,,,Spry Fox,Spry Fox,,Puzzle,2015-01-01,,
44867,Calculords,,,,,,,,Ninja Crime,Ninja Crime,,"Turn-Based, Card Game, Strategy",2016-01-01,,
44869,Pinstripe,2.5,3.5,6.0,3.0,,,,Thomas Brush,Armor Games,"Nintendo Switch, PC",Adventure,2017-04-24,2017-04-24,
44870,Anime Studio Simulator,4.5,,4.5,4.5,,,,Visualnoveler,Visualnoveler,PC,"Simulation, Visual Novel",2016-11-02,2016-11-02,
44871,Paradigm,6.5,7.5,8.5,7.5,,,,Jacob Janerka,Jacob Janerka,PC,Adventure,2017-04-05,,
44879,The Disney Afternoon Collection,,,,,,,,"Capcom, Digital Eclipse",Capcom,"PC, PlayStation 4","Action, Platform",2017-04-18,2017-04-18,
44884,WCW vs. the World,,,,,,,,"Asmik Ace Entertainment, The Man Breeze",THQ,,"Fighting, Sports",1997-02-28,,
44887,River Raid II,,,,,,,,Imagineering,Activision,,Shooter,1988-07-28,,
44888,Sprint Master,,,,,,,,,Atari,,Racing,1988-01-01,,
44889,"Painkiller: Hell & Damnation - Operation ""Zombie Bunker"" DLC",,1.5,,1.5,,,DLC/Expansion,The Farm 51,Nordic Games,PC,"First-Person, Shooter",2013-03-29,,
44890,Graceful Explosion Machine,5.0,6.0,15.0,7.5,,,,Vertex Pop,Vertex Pop,"Nintendo Switch, PC","Action, Adventure",2017-04-06,,
44891,Jurassic Park: The Game - Episode 2: The Cavalry,1.5,2.0,2.5,2.0,,,DLC/Expansion,Telltale Games,Telltale Games,"PC, PlayStation 3",,,,
44892,Treasure Island Dizzy,4.0,4.0,,4.0,,,,Oliver Twins,Codemasters,"Atari ST, Commodore 64",Adventure,1988-08-01,,
44894,Jawns,,,,,,,,Cipher Prime,,,"Puzzle, Strategy",,,
44896,Shingen the Ruler,,,,,,,,HOT・B,HOT・B,,,1990-06-01,,
44897,HoCWar,,,,,,,,HoCWar,HoCWar,,Strategy,2016-12-29,2016-12-29,
44898,LOKA - League of keepers Allysium,,,,,,,,VRS production,VRS production,,,,,
44899,Assassination Box,,,,,,,,VitaliZelenyuk,VitaliZelenyuk,,Action,2017-01-19,2017-01-19,
44900,Billiard: VR,,,,,,,,Elusive Team,Elusive Team,,"Virtual Reality, Sports",2016-12-13,2016-12-13,
44901,Candy Kingdom,,,,,,,,Gameplay Studio VR,Gameplay Studio VR,,"Virtual Reality, Action",2016-09-20,2016-09-20,
44902,Final Goalie: Football Simulator,,,,,,,,Ivanovich Games,Ivanovich Games,,"Simulation, Sports",2016-11-17,2016-11-17,
44903,"Human, We Have a Problem",,,,,,,,Enrick Lambert,Enrick Lambert,,Simulation,2016-07-05,2016-07-05,
44904,Kart Chaser: The Boost VR,,,,,,,,Yjm Vr,Yjm Games,,"Virtual Reality, Racing",2017-01-25,2017-01-25,
44905,Monster Maze VR,,,,,,,,4 Fun Studio,4 Fun Studio,,"Virtual Reality, Adventure",2016-10-19,2016-10-19,
44906,RunVR,,,,,,,,Smoketree Studios,Smoketree Studios,,Simulation,2017-01-18,2017-01-18,
44907,Tribocalypse VR,,,,,,,,Totemic Entertainment,Totemic Entertainment,,"Virtual Reality, Visual Novel",2017-02-03,2017-02-03,
44908,Unforgiven VR,,,,,,,,Delirium Studios,Talking About Media,,"Virtual Reality, Action",2017-02-23,2017-02-23,
44909,Unknown Pharaoh,,,,,,,,4 Fun Studio,4 Fun Studio,,Adventure,2017-01-05,2017-01-05,
44911,Jurassic Park: The Game - Episode 3: The Depths,1.5,2.0,2.0,1.5,,,DLC/Expansion,Telltale Games,Telltale Games,"PC, PlayStation 3",,,,
44913,Zup! Zero,0.6666666666666666,0.8333333333333334,1.5,0.8666666666666667,,,,Quiet River,Quiet River,PC,Puzzle,2017-04-06,,
44914,The Surge,19.5,28.5,42.5,27.0,,,,Deck13,Focus Home Interactive,"PC, PlayStation 4, Xbox One","Third-Person, Action, Role-Playing",2017-05-15,2017-05-15,
44992,Dungeon Creepster,,,0.35,0.35,,,,Electric Root,VT Publishing,PC,Action,2017-03-24,,
44993,Phantom Soldier,,,0.38333333333333336,0.38333333333333336,,,,Virtual Top,VT Publishing,PC,Action,2017-03-29,,
44998,Animated Puzzles,,,,,,,,Mexond,Mexond,,"Puzzle, Simulation",2016-12-16,2016-12-16,
44999,Furi - One More Fight,0.85,,,0.85,,,DLC/Expansion,The Game Bakers,The Game Bakers,"PC, PlayStation 4",Action,2017-03-15,2017-03-15,
45001,Your Friend Hana,,,0.65,0.65,,,,Xorcerox,Xorcerox,PC,,2017-04-06,2017-04-06,
45005,ShotForge,,,,,,,,Alix,Alix,,"Virtual Reality, Simulation",2016-11-02,2016-11-02,
45006,Its Your Last Chance in New School,,,,,,,,POWER Industries,POWER Industries,,,,,
45007,KEK Story,,,0.6166666666666667,0.6166666666666667,,,,Sultan.emr,DIAMOND FOX,PC,,,,
45008,Landfill (2016),,,,,,,,NANO,AYE Technology,,,,,
45009,Luci: Horror Story,,,,,,,,POWER Best,POWER Industries,,,,,
45010,Old School Tennis,,,,,,,,Obidak Software,Obidak Software,,,,,
45011,Purple Hills,0.05,,0.08333333333333333,0.08333333333333333,,,,Obidak Software,Obidak Software,PC,,,,
45012,Uncompromising Trash,,,2.0,2.0,,,,oblomysh,oblomysh,PC,Action,2017-02-11,2017-02-11,
45013,Yeti Adventure,,,1.5,1.5,,,,bogdanehi,bogdanehi,PC,"Action, Adventure",2017-03-08,2017-03-08,
45015,Bunny Bounce,1.5,,2.0,1.5,,,,Brightly Studios,Dharker Studio,PC,Adventure,2017-03-10,2017-03-10,
45016,New Frontier Days: Founding Pioneers,,26.0,,26.0,,,,,Arc System Works,Nintendo Switch,City-Building,2017-03-23,,
45019,Tony Meola's Sidekicks Soccer,,,,,,,,Sculptured Software,Electro Brain,,"Simulation, Sports",1993-11-01,,
45023,Blossom Tales: The Sleeping King,7.0,9.0,12.0,8.0,,,,Castle Pixel,FDG Entertainment,"Nintendo Switch, PC",,2017-03-28,,
45024,For The King,12.5,26.0,32.5,23.0,,,,IronOak Games,IronOak Games,PC,"Adventure, Role-Playing",2017-02-28,2017-02-28,
45025,Idle Evolution,11.5,23.0,48.0,25.0,,,,MTR,NewProject,PC,"Simulation, Strategy",2017-04-03,2017-04-03,
45026,Kami 2,7.5,,,7.5,,,,State of Play Games,,iOS,Puzzle,2017-03-29,,
45029,5 Minutes Rage,,,,,,,,Indomitus Games,Indomitus Games,,Action,2017-01-01,,
45030,Absoloot,,,,,,,,Latinas Tomatos,Dagestan Technology,PC,"Action, Adventure",2017-03-15,2017-03-15,
45032,Hungry Flame,2.0,2.0,2.0,2.0,,,,Just1337 Studio,Just1337 Publisher,PC,Action,2017-03-08,2017-03-08,
45033,Mighty Party,,,,,,,,Panoramik,Panoramik,PC,"Massively Multiplayer, Role-Playing",2017-03-30,,
45035,Project RPG,,,,,,,,Acuze Interactives,Acuze Interactives,,"Adventure, Role-Playing",2017-01-10,,
45040,Project Lounge,,,,,,,,Aivaras Ivoškus,Aivaras Ivoškus,,Sandbox,2016-11-03,2016-11-03,
45041,Fausts Alptraum,7.0,,10.0,7.5,,,,LaboRatStudio,LaboRatStudio,PC,Adventure,2015-08-14,2015-08-14,
45042,Kith - Tales from the Fractured Plateaus,,,,,,,,Screwy Lightbulb,Screwy Lightbulb,,Adventure,2017-04-05,2017-04-05,
45043,Reality (2016),,,,,,,,Grey Reality Studios,Grey Reality Studios,,"First-Person, Survival Horror",2016-11-23,2016-11-23,
45044,Grim Seventh,,,,,,,,Grimoire Games,Grimoire Games,,Hack and Slash,2017-01-20,2017-01-20,
45046,Atomic 79,,,,,,,,Get Color Games,Get Color Games,,"First-Person, Shooter",2017-01-13,2017-01-13,
45048,Hey! Pikmin,9.0,11.0,18.5,12.5,,,,,Nintendo,"Nintendo 2DS, Nintendo 3DS","Third-Person, Platform, Puzzle",2017-07-28,,
45049,Culdcept Revolt,,103.0,,103.0,,,,,NIS America,Nintendo 3DS,"Board Game, Card Game",2017-08-29,,
45051,Tracks of Triumph: Good Old Times,,,5.0,5.0,,,,Silicon Echo,Silicon Echo,PC,"Scrolling, Shooter",2017-01-24,2017-01-24,
45052,Ultimate Booster Experience,,,0.5,0.5,,,,GexagonVR,GexagonVR,PC,"Virtual Reality, Simulation",2016-04-16,2016-04-16,
45053,The Golf Club VR,,,,,,,,HB Studios,HB Studios,,"Virtual Reality, Simulation, Sports",2017-02-24,2017-02-24,
45054,VR Disc Golf,,,,,,,,FRS Game Studio,Front Range Software,,"Virtual Reality, Sports",2016-07-18,2016-07-18,
45055,Kio's Adventure,2.0,2.0,,2.0,,,,Spacelight Studio,Spacelight Studio,PC,Role-Playing,2017-04-05,2017-04-05,
45057,VITATIO 2,0.3333333333333333,0.4666666666666667,0.9333333333333333,0.48333333333333334,,,,ColloseusX,Phat Phrog Studios,PC,Adventure,2017-04-11,2017-04-11,
45058,Arcane RERaise,,,1.0,1.0,,,,Arcane Raise,ArcaneRaise,PC,Adventure,2017-04-04,2017-04-04,
45059,KGB Superspy,0.5,,,0.5,,,,,Codemasters,Commodore 64,"Side, Action, Arcade, Shooter",,1989-01-01,
45060,Pocket Mirror,6.0,13.0,16.0,9.0,,,,,,PC,Role-Playing,2016-01-01,,
45062,Aaero,1.5,6.0,9.0,3.0,,,,Mad Fellows,Reverb Triple XP,"PC, PlayStation 4, Xbox One",Action,2017-04-11,2017-04-11,
45065,Dispersio,,,12.0,12.0,,,,Achpile,Achpile,PC,Platform,2016-12-02,2016-12-02,
45066,Audio Arena,,,,,,,,Skydome Studios,Skydome Studios,,"Virtual Reality, Music/Rhythm",2016-07-25,2016-07-25,
45067,Asura,3.0,8.5,,6.0,,,,Ogre Head Studio,"Ogre Head Studio, Coconut Island Games",PC,Hack and Slash,2017-04-14,2017-04-14,
45069,Trajectory,3.5,8.0,12.0,8.0,,,,Sky Trail,Sky Trail,PC,"Action, Adventure",2017-03-10,2017-03-10,
45071,Johnny's Payday Panic,,,,,,,,Office Create,Office Create,,Party,,2015-11-19,
45072,Pokemon Reborn,60.5,110.0,255.0,126.0,,,ROM Hack,Cloud Comet,Unity,PC,"Top-Down, Turn-Based, Adventure, Role-Playing",2015-03-10,2015-03-10,
45073,Horror of the Deep,,,,,,,,Drunken Apes,Drunken Apes,,"Adventure, Horror",2017-01-13,2017-01-13,
45074,Duel Masters: Kaijudo Showdown,20.0,,,20.0,,,,Mistic Software,Atari SA,Game Boy Advance,"Side, Top-Down, Real-Time, Turn-Based, Action, Adventure, Card Game, Role-Playing, Strategy",2004-11-16,2004-11-16,2004-11-16
45077,The Infinite Black,,,,,,,,Spellbook,Spellbook,,"Massively Multiplayer, Strategy",2016-10-19,2016-10-19,
45078,Zone4,,,,,,,,Infovine,Infovine,,"Massively Multiplayer, Fighting",2016-11-20,2016-11-20,
45081,Alien Invasion: Tower Defense,,,,,,,,guyhezi,guyhezi,,Tower Defense,2016-10-27,2016-10-27,
45082,MechRunner (2016),,,,,,,,Spark Plug Games,Spark Plug Games,,Action,2016-07-15,2016-07-15,
45083,7 Mages,,,,,,,,Napoleon Games,Napoleon Games,,Role-Playing,2016-03-15,,
45087,Herald: An Interactive Period Drama - Book I & II,3.0,,,3.0,,,,Wispfire,Wispfire,PC,"Point-and-Click, Adventure",2017-02-22,2017-02-22,
45088,Belko VR: An Escape Room Experiment,0.5166666666666667,,,0.5166666666666667,,,,"Top Right Corner, Yarvo Productions, Paper Crane Games",Top Right Corner,"Oculus Rift, PC",Virtual Reality,2017-03-02,2017-03-02,
45089,Henry The Hamster Handler,,,,,,,,Pocket Money Games,Pocket Money Games,,Puzzle,2017-01-16,2017-01-16,
45091,The Wild Eight,4.0,18.0,20.0,16.0,,,,"Fntastic, Eight Points",HypeTrain Digital,PC,"Adventure, Survival",2017-02-08,2017-02-08,
45092,Void & Meddler - Episode 3,,,,,,,DLC/Expansion,"No CVT, BlackMuffin",Mi-Clos Studio,,"Point-and-Click, Adventure",2017-01-01,,
45093,Void & Meddler - Episode 2,2.0,,,2.0,,,DLC/Expansion,"No CVT, BlackMuffin",Mi-Clos Studio,PC,"Point-and-Click, Adventure",2016-10-31,,
45095,Spheroids (2017),3.5,4.5,5.0,5.0,,,,Eclipse Games,Eclipse Games,Xbox One,"Action, Adventure",2017-02-13,2017-02-13,
45096,Daytona USA: Championship Circuit Edition,0.6666666666666666,0.8333333333333334,2.0,1.0,,,,Sega,Sega,Sega Saturn,Racing,1996-11-21,,
45098,.EXE,,,,,,,,Two Man Army Games,Two Man Army Games,,"Platform, Roguelike",2016-06-16,2016-06-16,
45099,A Day in the Woods,,,,,,,,RetroEpic Software,RetroEpic Software,,Puzzle,2011-09-24,2011-09-24,
45100,A Number's life,,,,,,,,AppGeneration,AppGeneration,,,2016-12-13,2016-12-13,
45101,Abyss Cave,,,,,,,,Piao Jingfu,Gamera Game,,,2016-07-18,2016-07-18,
45103,Ananias (2017),,,,,,,,Slashware Interactive,Slashware Interactive,,"Role-Playing, Strategy",2017-02-09,2017-02-09,
45104,Ancient Go,,,,,,,,Hart Laboratories,Hart Laboratories,,Board Game,2016-09-15,2016-09-15,
45105,Artillerists,,,,,,,,SolarLance,SolarLance,,,2017-01-02,2017-01-02,
45107,Auralux: Constellations,,,,,,,,"War Drum Studios, E McNeill",War Drum Studios,,Strategy,2016-06-01,2016-06-01,
45108,BADASS (2017),,,,,,,,Toothless T-Rex,大きくて強い,,Role-Playing,2017-04-07,2017-04-07,
45109,Concealed Intent,,,,,,,,Jarrah Technology,Jarrah Technology,,Strategy,2016-08-02,2016-08-02,
45112,DesertLand 2115,,,,,,,,FutureVisionsGames,FutureVisionsGames,,"Open World, Survival",2016-11-18,2016-11-18,
45115,Earth Space Colonies,12.5,,,12.5,,,,Persona and Pixel Studio,Persona and Pixel Studio,PC,Strategy,2016-07-01,2016-07-01,
45117,Front Wars,,,,,,,,Homemade Games,Homemade Games,,"Turn-Based, Strategy",2015-08-17,2015-08-17,
45118,Frost (2016),0.35,,,0.35,,,,Jérôme Bodin,Studio des Ténèbres,PC,"Card Game, Strategy",2016-07-05,2016-07-05,
45119,Gene,,,,,,,,Vital Games,Vital Games,,,2015-01-30,2015-01-30,
45120,Guards (2016),5.0,,,5.0,,,,Battlecruiser Games,Battlecruiser Games,PC,"Adventure, Strategy",2016-08-19,2016-08-19,
45121,Inevitability,,,,,,,,SFS Studios,SFS Studios,,,2015-08-24,2015-08-24,
45122,Kings Under the Hill,,,,,,,,Ilya Gubin,Ilya Gubin,,"Side, Scrolling, Strategy",2017-02-01,2017-02-01,
45123,Kult of Ktulu: Olympic,,,,,,,,Grand Cauldron,Grand Cauldron,,Adventure,2017-02-09,2017-02-09,
45124,XLarn,,,,,,,,Swinfjord-Games,Swinfjord-Games,,"Roguelike, Role-Playing",2015-05-25,2015-05-25,
45125,Imprint-X (2017),,,,,,,,Morgondag,Morgondag,,Adventure,2017-01-26,2017-01-26,
45126,Space Merchants: Arena,,,,,,,,Playito.com,Playito.com,,"Action, Role-Playing",2016-11-04,2016-11-04,
45127,Survival Kingdom,,,,,,,,Bat Byte,Bat Byte,,,2016-10-13,2016-10-13,
45128,WayOut 2: Hex,1.5,,2.5,2.0,,,,Konstructors,GrabTheGames,PC,Puzzle,2017-02-10,2017-02-10,
45129,Zombie Ballz,,,5.5,5.5,,,,Almighty Games,Almighty Games,PC,Puzzle,2017-02-10,2017-02-10,
45130,Numberline,1.5,,2.0,2.0,,,,"Eugene Radaev, Egor Magurin",MegawattsCo,PC,Puzzle,2017-02-02,2017-02-02,
45131,ReThink,3.0,3.5,4.0,3.0,,,,Yaeko,Yaeko,PC,"First-Person, Puzzle",2017-03-08,2017-03-08,
45132,Ricochet Kills: Noir,,,,,,,,Mibix,Mibix,,Puzzle,2017-03-03,2017-03-03,
45133,Lost Labyrinth Extended Version,,,,,,,,Markus Döbele,Flying Interactive,,,2015-11-24,2015-11-24,
45134,Massive Assault Network 2,,,,,,,,Wargaming.net,Wargaming.net,,,,,
45135,Monsters' Den: Book of Dread,,,5.0,5.0,,,,Monstrum,Monstrum,PC,"Role-Playing, Strategy",2008-06-01,2008-06-01,
45136,Nomad Fleet,,,,,,,,Autarca,Autarca,,"Real-Time, Strategy",2015-07-14,2015-07-14,
45137,Plankton (2016),0.8,,,0.8,,,,PanGuoJun,PanGuoJun,PC,Simulation,2016-10-27,2016-10-27,
45138,Quell Zen,,,,,,,,Fallen Tree Games,Fallen Tree Games,PC,Puzzle,2016-07-14,2016-07-14,
45139,Star Balls,,,,,,,,Bolder Games,Bolder Games,,Adventure,2015-08-18,2015-08-18,
45140,Strategy & Tactics: Dark Ages,,,,,,,,HeroCraft,HeroCraft,,Strategy,2017-08-04,2017-08-04,
45141,Sumeru: Land of Wisdom,,,,,,,,BigCheeseGames,BigCheeseGames,,Adventure,2016-09-21,2016-09-21,
45143,The Horus Heresy: Battle of Tallarn,,,,,,,,HexWar Games,HexWar Games,,Strategy,2017-02-08,2017-02-08,
45144,Therian Saga,,,,,,,,Virtys,Virtys,,"Massively Multiplayer, Role-Playing",2017-03-27,2017-03-27,
45145,"Warhammer 40,000: Armageddon - Da Orks",,,,,,,DLC/Expansion,"Flashback Games, The Lordz Games Studio",Slitherine,,"Top-Down, Turn-Based, Strategy, Tactical",2016-08-18,2016-08-18,
45146,WizardCraft,,,,,,,,David Mccue,David Mccue,,"Real-Time, Strategy",2016-03-11,2016-03-11,
45149,MLB 17: The Show,,153.0,,153.0,,,,SIE San Diego Studio,Sony Interactive Entertainment,PlayStation 4,"Simulation, Sports",2017-03-28,,
45152,The Wild Eternal,,5.5,,5.5,,,,Ilsanjo,Ilsanjo,PC,Adventure,2017-04-13,2017-04-13,
45153,Star Wars: Battlefront II (2017),6.0,8.5,30.0,7.5,,,,EA DICE,Electronic Arts,"PC, PlayStation 4, Xbox One","First-Person, Shooter",2017-11-17,,
45157,Mario Sports Superstars,4.0,,,4.0,,,,"Bandai Namco Studios, Camelot Software Planning",Nintendo,Nintendo 3DS,Sports,2017-03-24,,
45165,Eastward,,,,,,,,Pixpil,Chucklefish,,Adventure,,,
45166,RUINER,5.5,8.0,11.0,6.0,,,,Reikon Games,Devolver Digital,"PC, PlayStation 4, Xbox One",Action,2017-09-26,2017-09-26,
45169,Deios II // DEIDIA,,,,,,,,BARCHboi,BARCHboi,,,2016-12-06,2016-12-06,
45170,Forgotton Anne,7.0,8.5,8.5,7.5,,,,ThroughLine Games,Square Enix,"Nintendo Switch, PC, PlayStation 4, Xbox One",Platform,2018-05-15,2018-05-15,
45177,Induction,12.5,,,12.5,,,,Bryan Gale,Bryan Gale,PC,Puzzle,2017-02-07,2017-02-07,
45178,Riptale,16.0,,,16.0,,,,Super God,Super God,PC,"Action, Adventure",2017-04-27,2017-04-27,
45182,Army Gals,1.5,6.0,8.5,5.5,,,,"Dharker Studio, Brightly Studios",Dharker Studio,PC,Visual Novel,2017-04-17,2017-04-17,
45183,Guardians of the Galaxy: The Telltale Series - Episode 1: Tangled Up in Blue,,,,,,,DLC/Expansion,Telltale Games,Telltale Games,"PC, PlayStation 4, Xbox One","Point-and-Click, Third-Person, Adventure",2017-04-18,,
45184,The Caligula Effect,21.0,31.0,,26.0,,,,Aquria,"Atlus, FuRyu",PlayStation Vita,Role-Playing,2017-05-02,2017-05-02,2016-06-23
45185,Nekketsu Koukou Dodge Ball-Bu: PC Bangai-hen,,,1.0,1.0,,,,KID,Naxat Soft,TurboGrafx-16,,,,1990-03-30
45186,2Dark,9.5,,,9.5,,,,Gloomywood,Bigben Interactive,PC,Adventure,2017-03-10,2017-03-10,
45187,A Tale of Caos: Overture,,9.5,,9.5,,,,ExperaGameStudio,ExperaGameStudio,PC,"Point-and-Click, Adventure",2016-12-21,2016-12-21,
45188,All the Delicate Duplicates,0.5333333333333333,1.5,,0.9333333333333333,,,,"Mez Breeze, Andy Campbell","The Space, Mez Breeze Design",PC,,2017-02-17,2017-02-17,
45189,Asghan: The Dragon Slayer,,,,,,,,Silmarils,Grolier Interactive,,"Action, Adventure",1998-01-01,,
45196,Everything (2017),3.0,6.5,18.0,4.5,,,,DAVID OREILLY,DAVID OREILLY,"PC, PlayStation 4",Simulation,2017-03-21,2017-04-21,
45206,Baezult 2,,,,,,,,Atapki,Atapki,,"Adventure, Puzzle",2017-02-06,2017-02-06,
45207,Barrow Hill: The Dark Path,,,,,,,,Shadow Tor Studios,Iceberg Interactive,,"Adventure, Survival Horror",2016-09-22,2016-09-22,
45210,Wonder Boy: The Dragon's Trap (2017),5.0,5.5,7.0,5.5,,,,Lizardcube,DotEmu,"Nintendo Switch, PC, PlayStation 4, Xbox One","Side, Scrolling, Action, Platform",2017-04-18,,
45213,Blood Bowl (1995),,,,,,,,MicroLeague,MS-DOS,,Sports,1995-01-01,,
45223,Ice Lakes,,,,,,,,Iceflake Studios,Iceflake Studios,,"Simulation, Sports",2016-04-19,2016-04-19,
45230,Santa Claus Junior,0.9166666666666666,,,0.9166666666666666,,,,,,Game Boy Color,,,,
45231,Last Heroes 4,,,4.0,4.0,,,,Warfare Studios,Aldorlea Games,PC,Adventure,2017-04-14,2017-04-14,
45235,The King of Fighters EX: Neo Blood,0.7666666666666667,,,0.7666666666666667,,,,Artoon,Sammy Studios,Game Boy Advance,Fighting,2002-01-01,,
45245,Petz Wild Animals: Dolphinz,,,,,,,,Ubisoft,Ubisoft,,,2007-10-16,2007-10-12,
45246,Science Papa,,,,,,,,,Activision,,,2009-07-15,,
45247,Kamiko,1.0,1.5,3.0,1.5,,,,Skipmore,Flyhigh Works,Nintendo Switch,"Action, Arcade",2017-04-27,2017-04-27,2017-04-13
45250,Reflection of a Fallen Feather,,,,,,,,ForepawSoft,ForepawSoft,,Adventure,2014-01-21,2014-01-21,
45253,"You, With Me - A Kinetic Novel",2.5,,7.0,5.0,,,,Afterthought Studios,Afterthought Studios,PC,Visual Novel,2017-02-23,2017-02-23,
45254,Akihabara - Feel the Rhythm,1.5,,,1.5,,,,JMJ Interactive,JMJ Interactive,PC,Music/Rhythm,2017-01-26,2017-01-26,
45255,Heart and Seoul,0.7833333333333333,,1.5,1.0,,,,Sapphire Dragon Productions,Sapphire Dragon Productions,PC,Visual Novel,2016-11-01,2016-11-01,
45256,Animal Lover,9.0,,10.0,9.5,,,,Trainwreck Studios,Trainwreck Studios,PC,Visual Novel,2017-02-14,2017-02-14,
45258,Tears Revolude,,,,,,,,World Wide Software,Kemco,,"Adventure, Role-Playing",2017-01-29,2017-01-29,
45259,Last Days of Spring 2,,,2.0,2.0,,,,Sapphire Dragon Productions,Sapphire Dragon Productions,PC,Visual Novel,2016-11-17,2016-11-17,
45260,A Trip to Yugoslavia,0.5666666666666667,,,0.5666666666666667,,,,"Piotr Bunkowski, Hades Productions",Sometimes You,PC,Adventure,2017-02-22,2017-02-22,
45261,"SnarfQuest Tales, Episode 1: The Beginning",,,,,,,,Cellbloc Studios,Cellbloc Studios,,"Action, Adventure",2017-03-17,2017-03-17,
45262,Good Archer,,,1.5,1.5,,,,Sergej110,Sergej110,PC,Adventure,2017-03-09,2017-03-09,
45263,Space Trucker,1.5,3.0,,2.0,,,,"Maxwolf, Fox","Maxwolf, Fox",PC,"First-Person, Shooter",2016-11-23,2016-11-23,
45264,The Butterfly Sign: Human Error,1.0,,,1.0,,,,"Quantum Phoenix Studio, Dennis Esie",Quantum Phoenix Studio,PC,"Action, Adventure",2017-03-15,2017-03-15,
45265,Langoth,,3.5,,3.5,,,,Atum Software,Sometimes You,PC,"Action, Adventure",2017-02-27,2017-02-27,
45266,M.A.C.E.,,,,,,,,EntwicklerX,EntwicklerX,,"Scrolling, Shooter",2017-03-16,2017-03-16,
45267,A Girls Fabric Face,,,,,,,,Stanislaw Truchowski,TurnVex,,"Adventure, Survival Horror",2017-03-10,2017-03-10,
45268,Bayou Island,0.9,0.9166666666666666,1.0,0.9333333333333333,,,,Andy Howard Games,Andy Howard Games,PC,"Point-and-Click, Adventure",2017-02-28,2017-02-28,
45269,Catan Universe,,,,,,,,Exozet,United Soft Media,PC,Board Game,2017-04-25,2017-04-25,
45270,Judgment: Apocalypse Survival Simulation,40.0,47.0,,43.5,,,,Suncrash,Suncrash,PC,"Strategy, Survival",2016-04-11,2016-04-11,
45271,Weapon Shop Fantasy,18.0,48.0,81.0,37.5,,,,Digdog Studio,Digdog Studio,PC,Role-Playing,2017-03-27,2017-03-27,
45274,3D Baseball,,,,,,,,Crystal Dynamics,Crystal Dynamics,,Sports,1996-10-31,,
45275,Mars Colony: Frontier,,,,,,,,HyperKat Games,HyperKat Games,,,2015-09-25,2015-09-25,
45277,Sniper: Ghost Warrior 3,11.5,15.5,32.0,17.0,,,,CI Games,CI Games,"PC, PlayStation 4, Xbox One","First-Person, Shooter",2017-04-24,2017-04-24,
45279,HELLION,,,,,,,,Zero Gravity,Zero Gravity,,"Simulation, Survival",2017-02-24,2017-02-24,
45280,Half-Life 2: Downfall,0.7333333333333333,1.0,1.5,0.85,,,DLC/Expansion,Marnamai,Marnamai,PC,Action,2017-04-17,2017-04-17,
45284,"Warhammer 40,000: Dawn of War III",17.5,19.5,21.5,18.0,,,,Relic Entertainment,Sega,PC,"Top-Down, Real-Time, Strategy",2017-04-27,2017-04-27,2017-04-27
45285,Gochi-Show!,,,,,,,,Creative Freaks,Creative Freaks,,Visual Novel,2016-09-01,2016-09-01,
45286,Go Go Electric Samurai,,,,,,,,"Hexagon Games, NAMI TENTOU",Hexagon Games,,Action,2017-03-21,2017-03-21,
45287,Massive (2016),,,,,,,,Rootify,Rootify,,Action,2016-04-14,2016-04-14,
